text,size
"trump,immigration",524
"immigration, democrats",425
"border,law",356
"like,immigration",259
"year,immigrants",231
"state,immigration",210
"daca,country",200
"canada,immigration",194
"immigrants,immigration",191
"illegal,immigration",183
"brexit,times",173
"government,border",150
"brexit,home",140
"york,stopbrexit",120
"immigration,judges",113
