text,size
"trump,daca",962
"realdonaldtrump,daca",809
"daca,daca",513
"daca,dreamers",446
"daca,trump",325
"potus,daca",285
"immigration,daca",268
"daca,immigration",222
"dreamers,daca",219
"us,daca",219
"democrats,daca",215
"daca,realdonaldtrump",174
"daca,deal",173
"people,daca",169
"daca,us",166
