text,size
"trump,daca",722
"president,daca",635
"daca,congress",510
"daca,government",400
"daca,republicans",355
"tcot,daca",295
"daca,democrats",196
"president,daca",179
"daca,one",138
"maga,daca",121
"democrats,daca",120
"daca,united",114
"daca,deal",97
"people, administration",93
"daca,re",70
