text,size
"trump,immigration",713
"immigration,immigration",446
"border,immigration",344
"us,immigration",284
"realdonaldtrump,immigration",231
"mexico,immigration",224
"daca,immigration",222
"immigration,daca",209
"immigrants,immigration",209
"illegal,immigration",205
"brexit,stopbrexit",201
"trump,border",190
"brexit,finalsay",188
"finalsay,stopbrexit",187
"immigration,judges",177
